Name|Total rule apps|Nodes|Branches|Overall time (ms)|Automode time (ms)|Closed|Time per step (ms)|Total Runtime Memory (kB)
examples/index/.././newBook/09.list_modelfield/ArrayList.add.key|9532|7981|65|16864|16564|1|2.0756893157958984|86029
examples/index/.././newBook/09.list_modelfield/ArrayList.remFirst.key|3527|2491|43|4386|4288|1|1.72208833694458|86349
examples/index/.././newBook/09.list_modelfield/ArrayList.empty.key|1183|967|30|1216|1124|1|1.1635611057281494|76341
examples/index/.././newBook/09.list_modelfield/ArrayList.size.key|577|481|14|512|412|1|0.8583333492279053|74169
examples/index/.././newBook/09.list_modelfield/ArrayList.get.key|1026|871|20|1041|969|1|1.113793134689331|83379
examples/index/.././standard_key/BookExamples/02FirstOrderLogic/Ex2.58.key|5|6|1|260|79|1|15.800000190734863|47603
examples/index/.././standard_key/BookExamples/03DynamicLogic/Sect3.3.1.key|277|131|4|520|483|1|3.7153847217559814|58032
examples/index/.././heap/comprehensions/general_sum.key|35|16|1|580|299|1|19.933332443237305|49935
examples/index/.././heap/comprehensions/sum0.key|629|288|6|1027|962|1|3.3519163131713867|63183
examples/index/.././heap/comprehensions/sum1.key|730|340|6|614|570|1|1.6814159154891968|68418
examples/index/.././heap/comprehensions/sum2.key|616|282|6|514|401|1|1.427046298980713|71717
examples/index/.././heap/comprehensions/sum3.key|637|268|6|410|367|1|1.374531865119934|75947
examples/index/.././heap/comprehensions/segsum.key|725|379|6|410|395|1|1.0449734926223755|80829
examples/index/.././heap/comprehensions/bsum_negative.key|14|15|1|128|10|1|0.7142857313156128|79045
examples/index/.././heap/comprehensions/bsum_neg2.key|7|8|1|108|4|1|0.5714285969734192|82870
examples/index/.././heap/comprehensions/bsumSplit.key|30|31|1|108|29|1|0.9666666388511658|87147
examples/index/.././heap/comprehensions/bprodSplit.key|33|34|1|109|16|1|0.4848484992980957|91441
examples/index/.././heap/comprehensions/bsumSplitInvalid.key|55|56|1|110|47|0|0.8545454740524292|96150
