Name|Total rule apps|Nodes|Branches|Overall time (ms)|Automode time (ms)|Closed|Time per step (ms)|Total Runtime Memory (kB)
examples/index/.././newBook/09.list_modelfield/ArrayList.add.key|9532|7981|65|14088|13888|1|1.7403508424758911|85854
examples/index/.././newBook/09.list_modelfield/ArrayList.remFirst.key|3527|2491|43|3555|3475|1|1.3955823183059692|85049
examples/index/.././newBook/09.list_modelfield/ArrayList.empty.key|1183|967|30|927|869|1|0.8995859026908875|75302
examples/index/.././newBook/09.list_modelfield/ArrayList.size.key|577|481|14|411|347|1|0.7229166626930237|73097
examples/index/.././newBook/09.list_modelfield/ArrayList.get.key|1026|871|20|915|841|1|0.9666666388511658|82324
examples/index/.././standard_key/BookExamples/02FirstOrderLogic/Ex2.58.key|5|6|1|224|65|1|13.0|47162
examples/index/.././standard_key/BookExamples/03DynamicLogic/Sect3.3.1.key|277|131|4|419|359|1|2.761538505554199|57127
examples/index/.././heap/comprehensions/general_sum.key|35|16|1|518|301|1|20.066667556762695|49462
examples/index/.././heap/comprehensions/sum0.key|629|288|6|819|707|1|2.4634146690368652|62215
examples/index/.././heap/comprehensions/sum1.key|730|340|6|610|504|1|1.4867256879806519|67436
examples/index/.././heap/comprehensions/sum2.key|616|282|6|317|292|1|1.0391459465026855|70725
examples/index/.././heap/comprehensions/sum3.key|637|268|6|307|277|1|1.0374531745910645|74958
examples/index/.././heap/comprehensions/segsum.key|725|379|6|409|335|1|0.8862434029579163|79868
examples/index/.././heap/comprehensions/bsum_negative.key|14|15|1|110|8|1|0.5714285969734192|78106
examples/index/.././heap/comprehensions/bsum_neg2.key|7|8|1|105|4|1|0.5714285969734192|81959
examples/index/.././heap/comprehensions/bsumSplit.key|30|31|1|106|24|1|0.800000011920929|86246
examples/index/.././heap/comprehensions/bprodSplit.key|33|34|1|106|13|1|0.39393940567970276|90542
examples/index/.././heap/comprehensions/bsumSplitInvalid.key|55|56|1|107|45|0|0.8181818127632141|95255
examples/index/.././performance-test/Disjoint(Disjoint__disjoint_08()).JML_operation_contract.0.key|2914|1034|33|2587|2352|1|2.2768635749816895|90771
