Name|Total rule apps|Nodes|Branches|Overall time (ms)|Automode time (ms)|Closed|Time per step (ms)|Total Runtime Memory (kB)
examples/index/.././newBook/09.list_modelfield/ArrayList.add.key|9532|7981|65|14587|14452|1|1.8110275268554688|85939
examples/index/.././newBook/09.list_modelfield/ArrayList.remFirst.key|3527|2491|43|3562|3476|1|1.3959839344024658|85173
examples/index/.././newBook/09.list_modelfield/ArrayList.empty.key|1183|967|30|925|860|1|0.8902691602706909|75442
examples/index/.././newBook/09.list_modelfield/ArrayList.size.key|577|481|14|408|346|1|0.7208333611488342|73231
examples/index/.././newBook/09.list_modelfield/ArrayList.get.key|1026|871|20|910|842|1|0.9678161144256592|82464
examples/index/.././standard_key/BookExamples/02FirstOrderLogic/Ex2.58.key|5|6|1|190|47|1|9.399999618530273|47238
examples/index/.././standard_key/BookExamples/03DynamicLogic/Sect3.3.1.key|277|131|4|520|429|1|3.299999952316284|57243
examples/index/.././heap/comprehensions/general_sum.key|35|16|1|459|245|1|16.33333396911621|49547
examples/index/.././heap/comprehensions/sum0.key|629|288|6|819|796|1|2.773519277572632|62335
examples/index/.././heap/comprehensions/sum1.key|730|340|6|513|496|1|1.4631268978118896|67568
examples/index/.././heap/comprehensions/sum2.key|616|282|6|309|295|1|1.0498220920562744|70885
examples/index/.././heap/comprehensions/sum3.key|637|268|6|309|289|1|1.0823969841003418|75110
examples/index/.././heap/comprehensions/segsum.key|725|379|6|410|354|1|0.9365079402923584|79983
examples/index/.././heap/comprehensions/bsum_negative.key|14|15|1|106|9|1|0.6428571343421936|78247
examples/index/.././heap/comprehensions/bsum_neg2.key|7|8|1|106|5|1|0.7142857313156128|82102
examples/index/.././heap/comprehensions/bsumSplit.key|30|31|1|106|35|1|1.1666666269302368|86396
examples/index/.././heap/comprehensions/bprodSplit.key|33|34|1|105|15|1|0.4545454680919647|90697
examples/index/.././heap/comprehensions/bsumSplitInvalid.key|55|56|1|107|38|0|0.6909090876579285|95412
examples/index/.././performance-test/Disjoint(Disjoint__disjoint_08()).JML_operation_contract.0.key|2914|1034|33|2473|2219|1|2.1481122970581055|90762
examples/index/.././performance-test/Disjoint(Disjoint__disjoint2_08()).JML_operation_contract.0.key|801|303|5|1319|1298|1|4.298013210296631|123477
examples/index/.././performance-test/AccessChain1(AccessChain1__foo_08()).JML_operation_contract.0.key|4405|2024|49|2515|2486|1|1.228868007659912|150213
