Name|Total rule apps|Nodes|Branches|Overall time (ms)|Automode time (ms)|Closed|Time per step (ms)|Total Runtime Memory (kB)
examples/index/.././newBook/09.list_modelfield/ArrayList.add.key|9532|7981|65|20290|20007|1|2.5071427822113037|85864
examples/index/.././newBook/09.list_modelfield/ArrayList.remFirst.key|3527|2491|43|4836|4729|1|1.899196743965149|85039
examples/index/.././newBook/09.list_modelfield/ArrayList.empty.key|1183|967|30|1319|1217|1|1.2598344087600708|75311
examples/index/.././newBook/09.list_modelfield/ArrayList.size.key|577|481|14|514|488|1|1.0166666507720947|73127
examples/index/.././newBook/09.list_modelfield/ArrayList.get.key|1026|871|20|1234|1194|1|1.3724137544631958|82330
examples/index/.././standard_key/BookExamples/02FirstOrderLogic/Ex2.58.key|5|6|1|237|67|1|13.399999618530273|47161
examples/index/.././standard_key/BookExamples/03DynamicLogic/Sect3.3.1.key|277|131|4|625|507|1|3.9000000953674316|57130
examples/index/.././heap/comprehensions/general_sum.key|35|16|1|582|360|1|24.0|49472
examples/index/.././heap/comprehensions/sum0.key|629|288|6|923|825|1|2.8745644092559814|62246
examples/index/.././heap/comprehensions/sum1.key|730|340|6|724|677|1|1.997050166130066|67430
examples/index/.././heap/comprehensions/sum2.key|616|282|6|615|528|1|1.8790035247802734|70767
examples/index/.././heap/comprehensions/sum3.key|637|268|6|611|503|1|1.8838951587677002|74986
examples/index/.././heap/comprehensions/segsum.key|725|379|6|514|475|1|1.2566137313842773|79884
examples/index/.././heap/comprehensions/bsum_negative.key|14|15|1|111|10|1|0.7142857313156128|78120
examples/index/.././heap/comprehensions/bsum_neg2.key|7|8|1|114|8|1|1.1428571939468384|81983
examples/index/.././heap/comprehensions/bsumSplit.key|30|31|1|108|69|1|2.299999952316284|86261
examples/index/.././heap/comprehensions/bprodSplit.key|23|24|1|108|15|1|0.6521739363670349|90438
examples/index/.././heap/comprehensions/bsumSplitInvalid.key|55|56|1|112|51|0|0.9272727370262146|95153
examples/index/.././performance-test/Disjoint(Disjoint__disjoint_08()).JML_operation_contract.0.key|2914|1034|33|3618|3385|1|3.2768635749816895|90780
examples/index/.././performance-test/Disjoint(Disjoint__disjoint2_08()).JML_operation_contract.0.key|801|303|5|1339|1240|1|4.105960369110107|123550
examples/index/.././performance-test/AccessChain1(AccessChain1__foo_08()).JML_operation_contract.0.key|4405|2024|49|3434|3407|1|1.68413245677948|150279
