Name|Total rule apps|Nodes|Branches|Overall time (ms)|Automode time (ms)|Closed|Time per step (ms)|Total Runtime Memory (kB)
examples/newBook/09.list_modelfield/ArrayList.add.key|10775|9079|68|17100|16755|1|1.8456708192825317|88046
examples/newBook/09.list_modelfield/ArrayList.remFirst.key|3988|2916|43|4404|4310|1|1.478559136390686|85504
examples/newBook/09.list_modelfield/ArrayList.empty.key|1181|965|30|913|848|1|0.8796680569648743|79008
examples/newBook/09.list_modelfield/ArrayList.size.key|577|481|14|411|363|1|0.7562500238418579|77620
examples/newBook/09.list_modelfield/ArrayList.get.key|1027|872|20|930|883|1|1.013777256011963|82229
examples/standard_key/BookExamples/02FirstOrderLogic/Ex2.58.key|5|6|1|205|40|1|8.0|47023
examples/standard_key/BookExamples/03DynamicLogic/Sect3.3.1.key|277|131|4|428|343|1|2.6384615898132324|61301
examples/heap/comprehensions/general_sum.key|35|16|1|511|303|1|20.200000762939453|49288
examples/heap/comprehensions/sum0.key|629|288|6|626|593|1|2.066202163696289|66538
examples/heap/comprehensions/sum1.key|730|340|6|540|500|1|1.474926233291626|67204
examples/heap/comprehensions/sum2.key|617|283|6|429|332|1|1.177304983139038|70538
examples/heap/comprehensions/sum3.key|637|268|6|423|339|1|1.2696629762649536|74743
examples/heap/comprehensions/segsum.key|725|379|6|411|357|1|0.9444444179534912|84191
examples/heap/comprehensions/bsum_negative.key|14|15|1|114|11|1|0.7857142686843872|82456
examples/heap/comprehensions/bsum_neg2.key|7|8|1|110|4|1|0.5714285969734192|86071
examples/heap/comprehensions/bsumSplit.key|30|31|1|107|35|1|1.1666666269302368|90347
examples/heap/comprehensions/bprodSplit.key|33|34|1|107|16|1|0.4848484992980957|94655
examples/heap/comprehensions/bsumSplitInvalid.key|55|56|1|107|41|0|0.7454545497894287|99368
examples/performance-test/Disjoint(Disjoint__disjoint_08()).JML_operation_contract.0.key|2914|1034|33|2684|2487|1|2.407550811767578|90530
examples/performance-test/Disjoint(Disjoint__disjoint2_08()).JML_operation_contract.0.key|801|303|5|933|845|1|2.798013210296631|148692
examples/performance-test/AccessChain1(AccessChain1__foo_08()).JML_operation_contract.0.key|4405|2024|49|2324|2261|1|1.1176470518112183|175423
examples/performance-test/AccessChain4(AccessChain4__foo_08()).JML_operation_contract.0.key|7775|4125|73|5959|5829|1|1.41343355178833|195662
examples/performance-test/Disjoint(Disjoint__xZero_08()).JML_operation_contract.0.key|2799|991|33|1014|903|1|0.9121212363243103|200609
examples/performance-test/Dynamic(Dynamic__foo_08()).JML_operation_contract.0.key|6770|3357|54|5217|5181|1|1.5438021421432495|222960
examples/performance-test/DynamicGhost(DynamicGhost__dynamicGhost_08()).JML_normal_behavior_operation_contract.0.key|7381|4114|71|4244|4142|1|1.00705087184906|238252
examples/performance-test/GhostFrame(GhostFrame__foo_08()).JML_operation_contract.0.key|3893|1600|49|1930|1819|1|1.137585997581482|249625
examples/performance-test/Modelfield(Modelfield__foo_08()).JML_operation_contract.0.key|5129|2545|53|2939|2867|1|1.1269654035568237|264876
examples/performance-test/Test(Test__a0(int)).JML_normal_behavior_operation_contract.0.key|58|30|3|434|223|1|7.689655303955078|81998
examples/performance-test/Test(Test__a1(int)).JML_normal_behavior_operation_contract.0.key|348|135|11|323|275|1|2.052238702774048|149954
examples/performance-test/Test(Test__f1(int)).JML_normal_behavior_operation_contract.0.key|348|135|11|213|146|1|1.0895522832870483|164803
examples/heap/polarity_tests/wellformed1.key|3|4|1|224|27|1|9.0|46909
examples/heap/polarity_tests/wellformed2.key|1|2|1|118|11|0|11.0|59953
examples/heap/polarity_tests/wellformed3.key|8|8|1|115|11|1|1.5714285373687744|57517
examples/heap/polarity_tests/wellformed4.key|6|7|2|111|12|0|2.0|66076
examples/heap/polarity_tests/wellformed5.key|4|5|1|110|13|1|3.25|63586
examples/heap/polarity_tests/wellformed6.key|7|8|2|114|8|0|1.1428571939468384|72128
examples/heap/polarity_tests/wellformed7.key|5|6|1|110|5|1|1.0|69669
examples/heap/polarity_tests/wellformed8.key|12|13|3|110|10|0|0.8333333134651184|78250
examples/heap/polarity_tests/wellformed9.key|5|6|1|107|3|1|0.6000000238418579|75752
examples/heap/polarity_tests/wellformed10.key|12|13|3|108|11|0|0.9166666865348816|84311
examples/heap/polarity_tests/wellformed11.key|4|5|2|110|10|0|2.5|81952
examples/heap/block_contracts/Simple__add.key|346|122|6|956|700|1|5.785123825073242|53767
examples/heap/block_contracts/Simple__addAbsoluteValues.key|1479|797|26|1028|912|1|1.145728588104248|78068
examples/heap/block_contracts/Simple__addWithJump.key|383|120|6|215|117|1|0.9831932783126831|82627
examples/heap/block_contracts/Simple__addWithTwoBlockContracts.key|548|187|7|211|153|1|0.8225806355476379|81986
examples/heap/block_contracts/Simple__generateByteArray.key|3269|2213|75|1919|1833|1|0.8286618590354919|97372
examples/heap/block_contracts/Simple__getLength.key|64|30|3|113|15|1|0.517241358757019|99368
examples/heap/block_contracts/Simple__square.key|837|342|9|413|308|1|0.9032257795333862|89342
examples/heap/block_contracts/Simple__unnecessaryBlockContract.key|219|88|7|108|69|1|0.7931034564971924|101763
examples/heap/block_contracts/Simple__unnecessaryLoopInvariant.key|68|43|5|109|31|1|0.738095223903656|101738
examples/standard_key/java_dl/jml-assert/assert.key|372|192|5|208|145|1|0.7591623067855835|105361
examples/standard_key/java_dl/jml-assert/assert_assume_order.key|73|38|2|108|25|1|0.6756756901741028|107086
examples/heap/block_loop_contracts/SimpleVariants/sum_onBlock_external.key|273|84|3|110|74|1|0.891566276550293|122772
examples/heap/block_loop_contracts/SimpleVariants/sum_onBlock_internal.key|1252|377|7|608|534|1|1.420212745666504|135206
examples/heap/block_loop_contracts/SimpleVariants/sum_onBlock_loop.key|1423|419|7|715|673|1|1.6100478172302246|139937
examples/heap/block_loop_contracts/SimpleVariants/sum_onLoop_external.key|273|84|3|108|65|1|0.7831325531005859|144630
examples/heap/block_loop_contracts/SimpleVariants/sum_onLoop_internal.key|1252|377|7|608|537|1|1.4281915426254272|141977
