Name|Total rule apps|Nodes|Branches|Overall time (ms)|Automode time (ms)|Closed|Time per step (ms)|Total Runtime Memory (kB)
examples/index/.././newBook/09.list_modelfield/ArrayList.add.key|9532|7981|65|14733|14595|1|1.8289474248886108|85613
examples/index/.././newBook/09.list_modelfield/ArrayList.remFirst.key|3527|2491|43|3862|3751|1|1.5064257383346558|85937
examples/index/.././newBook/09.list_modelfield/ArrayList.empty.key|1183|967|30|912|896|1|0.9275362491607666|75926
examples/index/.././newBook/09.list_modelfield/ArrayList.size.key|577|481|14|417|363|1|0.7562500238418579|73752
examples/index/.././newBook/09.list_modelfield/ArrayList.get.key|1026|871|20|909|862|1|0.9908046126365662|82969
examples/index/.././standard_key/BookExamples/02FirstOrderLogic/Ex2.58.key|5|6|1|175|63|1|12.600000381469727|47187
examples/index/.././standard_key/BookExamples/03DynamicLogic/Sect3.3.1.key|277|131|4|522|427|1|3.2846152782440186|57564
examples/index/.././heap/comprehensions/general_sum.key|35|16|1|297|181|1|12.066666603088379|49502
examples/index/.././heap/comprehensions/sum0.key|629|288|6|719|656|1|2.2857143878936768|62781
examples/index/.././heap/comprehensions/sum1.key|730|340|6|518|427|1|1.259587049484253|67979
examples/index/.././heap/comprehensions/sum2.key|616|282|6|309|298|1|1.0604982376098633|71319
examples/index/.././heap/comprehensions/sum3.key|637|268|6|409|355|1|1.3295880556106567|75518
examples/index/.././heap/comprehensions/segsum.key|725|379|6|410|365|1|0.9656084775924683|80419
examples/index/.././heap/comprehensions/bsum_negative.key|14|15|1|108|8|1|0.5714285969734192|78648
examples/index/.././heap/comprehensions/bsum_neg2.key|7|8|1|106|7|1|1.0|82457
examples/index/.././heap/comprehensions/bsumSplit.key|30|31|1|106|24|1|0.800000011920929|86734
examples/index/.././heap/comprehensions/bprodSplit.key|33|34|1|111|15|1|0.4545454680919647|91030
examples/index/.././heap/comprehensions/bsumSplitInvalid.key|55|56|1|107|38|0|0.6909090876579285|95739
examples/index/.././performance-test/Disjoint(Disjoint__disjoint_08()).JML_operation_contract.0.key|2914|1034|33|2499|2318|1|2.2439496517181396|90798
examples/index/.././performance-test/Disjoint(Disjoint__disjoint2_08()).JML_operation_contract.0.key|801|303|5|1018|914|1|3.0264899730682373|124235
examples/index/.././performance-test/AccessChain1(AccessChain1__foo_08()).JML_operation_contract.0.key|4405|2024|49|2314|2272|1|1.123084545135498|150884
examples/index/.././performance-test/AccessChain4(AccessChain4__foo_08()).JML_operation_contract.0.key|7776|4125|73|5754|5650|1|1.370029091835022|171027
examples/index/.././performance-test/Disjoint(Disjoint__xZero_08()).JML_operation_contract.0.key|2799|991|33|909|843|1|0.8515151739120483|176100
examples/index/.././performance-test/Dynamic(Dynamic__foo_08()).JML_operation_contract.0.key|6719|3320|53|4948|4935|1|1.486893653869629|198313
examples/index/.././performance-test/DynamicGhost(DynamicGhost__dynamicGhost_08()).JML_normal_behavior_operation_contract.0.key|7384|4117|71|3910|3889|1|0.9448493719100952|213585
examples/index/.././performance-test/GhostFrame(GhostFrame__foo_08()).JML_operation_contract.0.key|3893|1600|49|1811|1747|1|1.0925579071044922|225037
examples/index/.././performance-test/Modelfield(Modelfield__foo_08()).JML_operation_contract.0.key|5082|2525|53|2722|2657|1|1.0526940822601318|240247
examples/index/.././performance-test/Test(Test__a0(int)).JML_normal_behavior_operation_contract.0.key|58|30|3|490|317|1|10.931034088134766|82167
examples/index/.././performance-test/Test(Test__a1(int)).JML_normal_behavior_operation_contract.0.key|348|135|11|420|356|1|2.6567163467407227|125222
examples/index/.././performance-test/Test(Test__f1(int)).JML_normal_behavior_operation_contract.0.key|348|135|11|211|137|1|1.0223881006240845|140063
examples/index/.././heap/polarity_tests/wellformed1.key|3|4|1|194|38|1|12.666666984558105|47072
examples/index/.././heap/polarity_tests/wellformed2.key|1|2|1|116|23|0|23.0|56265
examples/index/.././heap/polarity_tests/wellformed3.key|8|8|1|112|23|1|3.2857143878936768|58133
examples/index/.././heap/polarity_tests/wellformed4.key|6|7|2|112|11|0|1.8333333730697632|62380
examples/index/.././heap/polarity_tests/wellformed5.key|4|5|1|111|11|1|2.75|64190
examples/index/.././heap/polarity_tests/wellformed6.key|7|8|2|110|11|0|1.5714285373687744|68412
examples/index/.././heap/polarity_tests/wellformed7.key|5|6|1|107|5|1|1.0|70269
examples/index/.././heap/polarity_tests/wellformed8.key|12|13|3|110|25|0|2.0833332538604736|74541
examples/index/.././heap/polarity_tests/wellformed9.key|5|6|1|106|4|1|0.800000011920929|76338
examples/index/.././heap/polarity_tests/wellformed10.key|12|13|3|105|8|0|0.6666666865348816|80596
examples/index/.././heap/polarity_tests/wellformed11.key|4|5|2|106|3|0|0.75|82530
examples/index/.././heap/block_contracts/Simple__add.key|346|122|6|878|713|1|5.892561912536621|53914
examples/index/.././heap/block_contracts/Simple__addAbsoluteValues.key|1479|797|26|922|885|1|1.1118090152740479|72437
examples/index/.././heap/block_contracts/Simple__addWithJump.key|383|120|6|230|133|1|1.1176470518112183|76371
examples/index/.././heap/block_contracts/Simple__addWithTwoBlockContracts.key|548|187|7|209|146|1|0.7849462628364563|76353
examples/index/.././heap/block_contracts/Simple__generateByteArray.key|3269|2213|75|1915|1808|1|0.8173598647117615|91542
examples/index/.././heap/block_contracts/Simple__getLength.key|64|30|3|109|15|1|0.517241358757019|93860
examples/index/.././heap/block_contracts/Simple__square.key|837|342|9|310|276|1|0.8093841671943665|90138
examples/index/.././heap/block_contracts/Simple__unnecessaryBlockContract.key|219|88|7|109|47|1|0.540229856967926|95952
examples/index/.././heap/block_contracts/Simple__unnecessaryLoopInvariant.key|68|43|5|107|24|1|0.5714285969734192|96387
examples/index/.././standard_key/java_dl/jml-assert/assert.key|370|190|5|206|153|1|0.8095238208770752|100792
examples/index/.././standard_key/java_dl/jml-assert/assert_assume_order.key|73|38|2|108|19|1|0.5135135054588318|108391
examples/index/.././heap/block_loop_contracts/SimpleVariants/sum_onBlock_external.key|273|84|3|110|84|1|1.0120482444763184|119605
examples/index/.././heap/block_loop_contracts/SimpleVariants/sum_onBlock_internal.key|1252|377|7|606|551|1|1.4654254913330078|131284
examples/index/.././heap/block_loop_contracts/SimpleVariants/sum_onBlock_loop.key|1438|434|7|708|668|1|1.5427252054214478|141728
examples/index/.././heap/block_loop_contracts/SimpleVariants/sum_onLoop_external.key|273|84|3|108|69|1|0.8313252925872803|139965
examples/index/.././heap/block_loop_contracts/SimpleVariants/sum_onLoop_internal.key|1252|377|7|606|526|1|1.398936152458191|143628
examples/index/.././heap/block_loop_contracts/SimpleVariants/sum_onLoop_loop.key|1438|434|7|708|617|1|1.4249422550201416|154084
examples/index/.././heap/block_loop_contracts/Free/blockContracts0.key|200|88|4|106|64|1|0.7356321811676025|151567
examples/index/.././heap/block_loop_contracts/Free/blockContracts1.key|176|83|4|105|43|1|0.5243902206420898|148664
examples/index/.././heap/block_loop_contracts/Finally/block_finally.key|1057|496|16|507|456|0|0.9212121367454529|152443
examples/index/.././heap/block_loop_contracts/Finally/loop_finally.key|1148|511|20|607|510|0|1.0|159665
examples/index/.././standard_key/java_dl/jml-assert/assert.key|370|190|5|976|816|1|4.317460536956787|51709
examples/index/.././heap/block_loop_contracts/Free/assertions0.key|128|63|2|227|126|1|2.0322580337524414|64867
examples/index/.././heap/block_loop_contracts/Free/assertions1.key|31|16|1|111|15|1|1.0|73149
examples/index/.././standard_key/java_dl/jml-assert/recursion-assert.key|299|162|10|209|122|1|0.7577639818191528|79544
examples/index/.././standard_key/java_dl/jml-assert/recursion-assume.key|297|160|9|212|115|1|0.7232704162597656|84731
examples/index/.././standard_key/java_dl/jml-assert/quantor-assert.key|139|96|4|111|57|1|0.6000000238418579|88810
examples/index/.././standard_key/java_dl/jml-assert/quantor-assume.key|116|75|3|108|47|1|0.6351351141929626|93276
examples/index/.././standard_key/java_dl/jml-assert/model-methods-static-static.key|45|30|4|106|12|1|0.4137931168079376|97207
examples/index/.././standard_key/java_dl/jml-assert/model-methods-instance-static.key|64|44|6|109|17|1|0.39534884691238403|101921
examples/index/.././standard_key/java_dl/jml-assert/model-methods-instance-instance.key|84|52|6|110|21|1|0.4117647111415863|106581
