Name|Total rule apps|Nodes|Branches|Overall time (ms)|Automode time (ms)|Closed|Time per step (ms)|Total Runtime Memory (kB)
examples/newBook/09.list_modelfield/ArrayList.add.key|10775|9079|68|18372|18146|1|1.9988983869552612|88028
examples/newBook/09.list_modelfield/ArrayList.remFirst.key|3987|2915|43|4479|4431|1|1.5205903053283691|85474
examples/newBook/09.list_modelfield/ArrayList.empty.key|1181|965|30|1120|1003|1|1.0404564142227173|78974
examples/newBook/09.list_modelfield/ArrayList.size.key|577|481|14|513|415|1|0.8645833134651184|77595
examples/newBook/09.list_modelfield/ArrayList.get.key|1027|872|20|1015|922|1|1.0585533380508423|82203
examples/standard_key/BookExamples/02FirstOrderLogic/Ex2.58.key|5|6|1|237|36|1|7.199999809265137|46986
examples/standard_key/BookExamples/03DynamicLogic/Sect3.3.1.key|277|131|4|525|472|1|3.6307692527770996|61274
examples/heap/comprehensions/general_sum.key|35|16|1|438|253|1|16.866666793823242|49268
examples/heap/comprehensions/sum0.key|629|288|6|628|576|1|2.0069687366485596|66486
examples/heap/comprehensions/sum1.key|730|340|6|517|482|1|1.4218288660049438|71722
examples/heap/comprehensions/sum2.key|616|282|6|414|359|1|1.2775800228118896|75044
examples/heap/comprehensions/sum3.key|637|268|6|414|333|1|1.2471909523010254|79269
examples/heap/comprehensions/segsum.key|725|379|6|417|364|1|0.9629629850387573|79628
examples/heap/comprehensions/bsum_negative.key|14|15|1|111|9|1|0.6428571343421936|82434
examples/heap/comprehensions/bsum_neg2.key|7|8|1|117|8|1|1.1428571939468384|86049
examples/heap/comprehensions/bsumSplit.key|30|31|1|111|45|1|1.5|90324
examples/heap/comprehensions/bprodSplit.key|23|24|1|109|12|1|0.52173912525177|94513
examples/heap/comprehensions/bsumSplitInvalid.key|55|56|1|108|39|0|0.7090908885002136|99229
examples/performance-test/Disjoint(Disjoint__disjoint_08()).JML_operation_contract.0.key|2914|1034|33|2890|2636|1|2.551790952682495|90503
examples/performance-test/Disjoint(Disjoint__disjoint2_08()).JML_operation_contract.0.key|801|303|5|1121|1078|1|3.5695364475250244|148661
examples/performance-test/AccessChain1(AccessChain1__foo_08()).JML_operation_contract.0.key|4405|2024|49|2854|2735|1|1.3519525527954102|175395
examples/performance-test/AccessChain4(AccessChain4__foo_08()).JML_operation_contract.0.key|7776|4125|73|6395|6261|1|1.5181862115859985|195636
examples/performance-test/Disjoint(Disjoint__xZero_08()).JML_operation_contract.0.key|2799|991|33|1018|953|1|0.9626262784004211|200582
examples/performance-test/Dynamic(Dynamic__foo_08()).JML_operation_contract.0.key|6718|3319|53|5429|5389|1|1.6241711378097534|222869
examples/performance-test/DynamicGhost(DynamicGhost__dynamicGhost_08()).JML_normal_behavior_operation_contract.0.key|7384|4117|71|4387|4343|1|1.0551506280899048|238229
examples/performance-test/GhostFrame(GhostFrame__foo_08()).JML_operation_contract.0.key|3893|1600|49|2082|2018|1|1.2620388269424438|249589
examples/performance-test/Modelfield(Modelfield__foo_08()).JML_operation_contract.0.key|5091|2534|53|3124|3062|1|1.2088432312011719|264871
examples/performance-test/Test(Test__a0(int)).JML_normal_behavior_operation_contract.0.key|58|30|3|578|330|1|11.379310607910156|81973
