Name|Total rule apps|Nodes|Branches|Overall time (ms)|Automode time (ms)|Closed|Time per step (ms)|Total Runtime Memory (kB)
examples/newBook/09.list_modelfield/ArrayList.add.key|10785|9097|68|16636|16413|1|1.8044195175170898|89410
examples/newBook/09.list_modelfield/ArrayList.remFirst.key|3907|2840|43|3943|3850|1|1.3561112880706787|85737
examples/newBook/09.list_modelfield/ArrayList.empty.key|1175|961|30|937|900|1|0.9375|74974
examples/newBook/09.list_modelfield/ArrayList.size.key|577|481|14|415|363|1|0.7562500238418579|77615
examples/newBook/09.list_modelfield/ArrayList.get.key|1024|869|20|919|858|1|0.9884792566299438|82232
examples/standard_key/BookExamples/02FirstOrderLogic/Ex2.58.key|5|6|1|242|37|1|7.400000095367432|47008
examples/standard_key/BookExamples/03DynamicLogic/Sect3.3.1.key|277|131|4|429|313|1|2.4076921939849854|61305
examples/heap/comprehensions/general_sum.key|35|16|1|439|249|1|16.600000381469727|49284
examples/heap/comprehensions/sum0.key|629|288|6|829|782|1|2.724738597869873|66491
examples/heap/comprehensions/sum1.key|730|340|6|520|496|1|1.4631268978118896|71729
examples/heap/comprehensions/sum2.key|617|283|6|415|328|1|1.1631205081939697|75055
examples/heap/comprehensions/sum3.key|640|271|6|314|293|1|1.085185170173645|79258
examples/heap/comprehensions/segsum.key|725|379|6|413|363|1|0.9603174328804016|84209
examples/heap/comprehensions/bsum_negative.key|14|15|1|112|9|1|0.6428571343421936|82443
examples/heap/comprehensions/bsum_neg2.key|7|8|1|111|4|1|0.5714285969734192|86057
examples/heap/comprehensions/bsumSplit.key|30|31|1|109|54|1|1.7999999523162842|90332
examples/heap/comprehensions/bprodSplit.key|33|34|1|109|33|1|1.0|90370
examples/heap/comprehensions/bsumSplitInvalid.key|55|56|1|109|37|0|0.6727272868156433|99353
examples/performance-test/Disjoint(Disjoint__disjoint_08()).JML_operation_contract.0.key|2909|1029|33|2696|2444|1|2.377431869506836|90484
examples/performance-test/Disjoint(Disjoint__disjoint2_08()).JML_operation_contract.0.key|801|303|5|930|808|1|2.6754965782165527|148704
examples/performance-test/AccessChain1(AccessChain1__foo_08()).JML_operation_contract.0.key|4390|2008|49|2423|2344|1|1.1679123640060425|175304
examples/performance-test/AccessChain4(AccessChain4__foo_08()).JML_operation_contract.0.key|7811|4138|73|6098|6053|1|1.4631375074386597|195825
examples/performance-test/Disjoint(Disjoint__xZero_08()).JML_operation_contract.0.key|2797|989|33|922|882|1|0.8927125334739685|200581
examples/performance-test/Dynamic(Dynamic__foo_08()).JML_operation_contract.0.key|6765|3348|54|5143|5074|1|1.5159844160079956|222968
examples/performance-test/DynamicGhost(DynamicGhost__dynamicGhost_08()).JML_normal_behavior_operation_contract.0.key|7363|4108|71|4970|4850|1|1.180910587310791|238220
examples/performance-test/GhostFrame(GhostFrame__foo_08()).JML_operation_contract.0.key|3888|1595|49|2320|2233|1|1.4008783102035522|249671
examples/performance-test/Modelfield(Modelfield__foo_08()).JML_operation_contract.0.key|5133|2539|53|3322|3269|1|1.2880220413208008|264979
examples/performance-test/Test(Test__a0(int)).JML_normal_behavior_operation_contract.0.key|58|30|3|463|229|1|7.896551609039307|81982
examples/performance-test/Test(Test__a1(int)).JML_normal_behavior_operation_contract.0.key|348|135|11|424|376|1|2.8059701919555664|149931
examples/performance-test/Test(Test__f1(int)).JML_normal_behavior_operation_contract.0.key|348|135|11|231|172|1|1.283582091331482|164781
examples/heap/polarity_tests/wellformed1.key|3|4|1|252|36|1|12.0|46903
examples/heap/polarity_tests/wellformed2.key|1|2|1|121|11|0|11.0|59920
