Name|Total rule apps|Nodes|Branches|Overall time (ms)|Automode time (ms)|Closed|Time per step (ms)|Total Runtime Memory (kB)
examples/index/.././newBook/09.list_modelfield/ArrayList.add.key|9532|7981|65|14400|14267|1|1.7878446578979492|85613
examples/index/.././newBook/09.list_modelfield/ArrayList.remFirst.key|3527|2491|43|3629|3571|1|1.4341365098953247|85942
examples/index/.././newBook/09.list_modelfield/ArrayList.empty.key|1183|967|30|921|910|1|0.9420289993286133|75943
examples/index/.././newBook/09.list_modelfield/ArrayList.size.key|577|481|14|409|377|1|0.7854166626930237|73762
examples/index/.././newBook/09.list_modelfield/ArrayList.get.key|1026|871|20|909|896|1|1.0298850536346436|82973
examples/index/.././standard_key/BookExamples/02FirstOrderLogic/Ex2.58.key|5|6|1|177|38|1|7.599999904632568|47190
examples/index/.././standard_key/BookExamples/03DynamicLogic/Sect3.3.1.key|277|131|4|522|442|1|3.4000000953674316|57604
examples/index/.././heap/comprehensions/general_sum.key|35|16|1|377|231|1|15.399999618530273|49505
examples/index/.././heap/comprehensions/sum0.key|629|288|6|819|714|1|2.487804889678955|62786
examples/index/.././heap/comprehensions/sum1.key|730|340|6|513|435|1|1.2831858396530151|67988
examples/index/.././heap/comprehensions/sum2.key|616|282|6|443|343|1|1.2206405401229858|71316
examples/index/.././heap/comprehensions/sum3.key|637|268|6|412|337|1|1.2621723413467407|75526
examples/index/.././heap/comprehensions/segsum.key|725|379|6|410|381|1|1.0079364776611328|80427
examples/index/.././heap/comprehensions/bsum_negative.key|14|15|1|112|8|1|0.5714285969734192|78652
examples/index/.././heap/comprehensions/bsum_neg2.key|7|8|1|107|5|1|0.7142857313156128|82461
examples/index/.././heap/comprehensions/bsumSplit.key|30|31|1|109|28|1|0.9333333373069763|86739
examples/index/.././heap/comprehensions/bprodSplit.key|23|24|1|110|12|1|0.52173912525177|90914
examples/index/.././heap/comprehensions/bsumSplitInvalid.key|55|56|1|108|52|0|0.9454545378684998|95628
examples/index/.././performance-test/Disjoint(Disjoint__disjoint_08()).JML_operation_contract.0.key|2914|1034|33|2511|2376|1|2.3000967502593994|90802
examples/index/.././performance-test/Disjoint(Disjoint__disjoint2_08()).JML_operation_contract.0.key|801|303|5|1128|1070|1|3.543046474456787|124234
examples/index/.././performance-test/AccessChain1(AccessChain1__foo_08()).JML_operation_contract.0.key|4405|2024|49|2716|2637|1|1.3035095930099487|150884
examples/index/.././performance-test/AccessChain4(AccessChain4__foo_08()).JML_operation_contract.0.key|7776|4125|73|6262|6245|1|1.5143065452575684|171030
examples/index/.././performance-test/Disjoint(Disjoint__xZero_08()).JML_operation_contract.0.key|2799|991|33|1010|930|1|0.939393937587738|176105
examples/index/.././performance-test/Dynamic(Dynamic__foo_08()).JML_operation_contract.0.key|6719|3320|53|5438|5399|1|1.6266947984695435|198314
examples/index/.././performance-test/DynamicGhost(DynamicGhost__dynamicGhost_08()).JML_normal_behavior_operation_contract.0.key|7384|4117|71|4315|4276|1|1.0388727188110352|213582
examples/index/.././performance-test/GhostFrame(GhostFrame__foo_08()).JML_operation_contract.0.key|3893|1600|49|2037|1951|1|1.220137596130371|225034
examples/index/.././performance-test/Modelfield(Modelfield__foo_08()).JML_operation_contract.0.key|5082|2525|53|3116|3025|1|1.1984944343566895|240244
examples/index/.././performance-test/Test(Test__a0(int)).JML_normal_behavior_operation_contract.0.key|58|30|3|485|330|1|11.379310607910156|82178
examples/index/.././performance-test/Test(Test__a1(int)).JML_normal_behavior_operation_contract.0.key|348|135|11|421|380|1|2.8358209133148193|125242
examples/index/.././performance-test/Test(Test__f1(int)).JML_normal_behavior_operation_contract.0.key|348|135|11|314|216|1|1.6119402647018433|140076
examples/index/.././heap/polarity_tests/wellformed1.key|3|4|1|175|30|1|10.0|47079
examples/index/.././heap/polarity_tests/wellformed2.key|1|2|1|119|9|0|9.0|56329
examples/index/.././heap/polarity_tests/wellformed3.key|8|8|1|113|11|1|1.5714285373687744|58195
examples/index/.././heap/polarity_tests/wellformed4.key|6|7|2|113|13|0|2.1666667461395264|62445
examples/index/.././heap/polarity_tests/wellformed5.key|4|5|1|112|4|1|1.0|64252
examples/index/.././heap/polarity_tests/wellformed6.key|7|8|2|109|9|0|1.2857142686843872|68491
examples/index/.././heap/polarity_tests/wellformed7.key|5|6|1|112|5|1|1.0|70330
